hs1	LINC00917-FENDRR	chr16:86,430,087-86,430,726	chr8:123,526,795-123,527,412
hs1364	FAM110B-UBXN2B	chr8:59,168,210-59,170,121	chr4:5,889,160-5,890,941
hs1366	BTBD9(intragenic)	chr6:38,358,690-38,360,084	chr17:30,514,401-30,516,727
hs1368	PIK3C2B(intragenic)	chr1:204,423,958-204,424,935	chr1:134,976,470-134,977,499
hs1369	NRXN3(intragenic)	chr14:80,095,739-80,097,310	chr12:91,370,417-91,371,955
hs1370	DUSP26-UNC5D	chr8:34,855,837-34,858,630	chr8:30,653,345-30,656,536
hs1371	LOC101927421-LOC101927460	chr5:124,708,335-124,710,392	chr18:55,678,571-55,680,683
hs1373	LOC101927421(intragenic)	chr5:124,682,735-124,685,593	chr18:55,665,507-55,668,256
hs1374	MMRN1-CCSER1	chr4:90,917,033-90,921,053	chr6:60,991,560-60,994,398
hs1375	ZNF608-LOC101927421	chr5:124,330,649-124,332,930	chr18:55,355,208-55,357,170
hs1376	MIR548AR-LOC646736	chr2:226,758,670-226,760,695	chr1:81,516,802-81,518,830
hs1377	LINC00478(intragenic)	chr21:17,526,224-17,528,103	chr16:77,290,229-77,293,269
hs1382	USP6NL-ECHDC3	chr10:11,721,307-11,722,768	chr2:6,182,034-6,183,961
hs1383	LOC729159-CDH8	chr16:61,057,518-61,059,625	chr8:100,833,077-100,834,237
hs1384	LOC100287225-DCC	chr18:49,572,585-49,574,511	chr18:72,883,807-72,885,732
hs1385	TSSC1(intragenic)	chr2:3,268,196-3,270,849	chr12:29,501,669-29,503,770
hs1386	LOC101929231-RND3	chr2:151,182,874-151,185,472	chr2:50,824,867-50,827,958
hs1387	SNTN-C3orf49	chr3:63,672,828-63,674,786	chr14:14,602,838-14,603,949
hs1388	MIR3605-ZSCAN20	chr1:33,828,789-33,830,947	chr4:128,392,095-128,394,214
hs1389	MIR2054-INTU	chr4:126,439,832-126,442,014	chr3:38,946,180-38,948,251
hs1390	IGFBPL1-FAM95C	chr9:38,425,496-38,429,775	chr4:45,841,328-45,844,341
hs1391	SLC22A23(intragenic)	chr6:3,349,397-3,352,257	chr13:34,339,054-34,341,712
hs1392	RAD51B(intragenic)	chr14:68,634,843-68,636,060	chr12:80,636,222-80,637,526
hs1393	TNFSF11(intragenic)	chr13:43,167,371-43,169,597	chr14:78,687,658-78,689,360
hs1394	EDNRB-AS1(intragenic)	chr13:78,406,128-78,407,714	chr14:104,162,577-104,164,183
hs1395	FAM122A-LOC101927069	chr9:71,422,469-71,425,428	chr19:24,526,476-24,528,770
hs1396	KIRREL3(intragenic)	chr11:126,797,947-126,800,656	chr9:34,365,174-34,366,975
hs1397	MALT1-ZNF532	chr18:56,471,647-56,474,866	chr18:65,689,010-65,692,233
hs1398	LOC100996590(intragenic)	chr9:109,382,587-109,385,126	chr4:54,664,264-54,666,853
hs1399	NREP-NREP-AS1	chr5:111,183,563-111,185,323	chr18:33,711,755-33,713,260
hs1400	ST3GAL1-ZFAT	chr8:134,681,048-134,683,216	chr15:67,076,628-67,079,500
hs1401	NRCAM(intragenic)	chr7:108,014,729-108,017,176	chr12:45,503,779-45,506,577
hs1403	LIMA1(intragenic)	chr12:50,599,851-50,601,238	chr15:99,638,174-99,639,645
hs1413	RSRC1(intragenic)	chr3:158,085,650-158,086,832	chr3:67,016,605-67,017,806
hs1414	BMP4-CDKN3	chr14:54,687,583-54,688,495	chr14:47,225,326-47,226,195
hs1417	LOC100507346-LINC00476	chr9:98,274,342-98,275,314	chr13:63,670,225-63,671,053
hs1418	EN2-CNPY1	chr7:155,264,047-155,265,809	chr5:28,505,463-28,506,962
hs1419	ISL1-PELO	chr5:50,854,444-50,856,213	chr13:116,876,929-116,878,527
hs1422	PEX2-PKIA	chr8:78,370,218-78,372,418	chr3:6,181,861-6,184,107
hs1423	METAP1D-DLX1	chr2:172,947,779-172,949,246	chr2:71,365,393-71,366,904
hs1424	HNF4G-LINC01111	chr8:77,141,110-77,143,124	chr3:4,594,085-4,596,058
hs1425	AUTS2(intragenic)	chr7:69,596,979-69,598,263	chr5:132,508,641-132,511,330
hs1427	LRIG3-SLC16A7	chr12:59,460,190-59,462,367	chr10:125,246,110-125,248,117
hs1428	SPAG17-TBX15	chr1:119,028,026-119,029,955	chr3:99,469,238-99,471,067
hs1430	JAZF1(intragenic)	chr7:28,114,903-28,117,771	chr6:52,917,020-52,919,645
hs1431	LOC101929268(intragenic)	chr8:49,494,150-49,495,734	chr16:15,052,495-15,053,835
hs1432	ATG10(intragenic)	chr5:81,318,882-81,321,683	chr13:91,326,599-91,329,775
hs1433	MECOM-TERC	chr3:168,958,333-168,962,944	chr3:30,003,454-30,008,202
hs1434	C10orf11(intragenic)	chr10:78,282,592-78,284,988	chr14:23,833,434-23,842,485
hs1435	UVRAG(intragenic)	chr11:75,758,037-75,760,619	chr7:106,105,018-106,107,143
hs1436	LRTM1-WNT5A	chr3:55,017,475-55,018,560	chr14:29,785,520-29,786,831
hs1437	COMTD1-ZNF503-AS1	chr10:77,021,198-77,022,845	chr14:22,685,071-22,686,599
hs1438	PDLIM5-BMPR1B	chr4:95,589,445-95,591,459	chr3:141,900,375-141,902,467
hs1440	FLJ44087-SLC14A2	chr18:43,168,347-43,170,729	chr18:78,433,663-78,436,018
hs1441	MIRLET7C-MIR125B2	chr21:17,951,012-17,953,659	chr16:77,635,713-77,639,154
hs1442	KIFAP3(intragenic)	chr1:169,910,396-169,913,079	chr1:165,827,352-165,829,949
hs1443	NEK7-ATP6V1G3	chr1:198,339,402-198,341,607	chr1:140,302,065-140,303,908
hs1444	MIR4306-CLYBL-AS2	chr13:100,338,445-100,342,077	chr14:122,652,951-122,657,506
hs1445	SMG6-LOC101927839	chr17:2,079,772-2,081,236	chr11:74,862,529-74,863,937
hs1447	LPAR1-MIR7702	chr9:113,923,350-113,928,045	chr4:58,679,503-58,685,302
hs1448	LOC102723578-CBLN4	chr20:54,241,646-54,244,672	chr2:171,555,881-171,562,133
hs1449	PDLIM4(intragenic)	chr5:131,600,830-131,602,104	chr11:53,873,574-53,874,870
hs1450	LOC645030-MGC34796	chr1:62,053,433-62,055,908	chr4:97,909,073-97,911,741
hs1451	MYH10-CCDC42	chr17:8,583,345-8,585,318	chr11:68,451,201-68,454,246
hs1452	GRIK2-HACE1	chr6:105,044,981-105,046,701	chr10:45,612,931-45,614,502
hs1453	LOC647323(intragenic)	chr3:193,677,518-193,680,170	chr16:29,893,202-29,895,895
hs1457	TCF7L1(intragenic)	chr2:85,504,632-85,506,255	chr6:72,603,763-72,605,978
hs1460	SCFD2(intragenic)	chr4:54,061,474-54,065,280	chr5:74,828,004-74,831,822
hs1461	RUNX2-CLIC5	chr6:45,847,301-45,850,554	chr17:44,433,864-44,439,673
hs1462	NSUN3-LINC00879	chr3:94,051,018-94,053,829	chr16:62,468,078-62,470,609
hs1463	LOC440173(intragenic)	chr9:89,648,350-89,651,598	chr13:60,368,368-60,371,756
hs1464	FLJ44087-SLC14A2	chr18:43,133,056-43,135,229	chr18:78,463,586-78,465,734
hs1465	RNU6-16P-MIR148A	chr7:25,919,000-25,922,541	chr6:51,144,711-51,148,222
hs1466	LRRC74-IRF2BPL	chr14:77,384,641-77,387,697	chr12:88,141,522-88,144,552
hs1467	KCNJ2-CASC17	chr17:68,999,469-69,000,768	chr11:111,689,219-111,690,538
hs1468	LRIG3-SLC16A7	chr12:59,361,630-59,364,518	chr10:125,358,093-125,366,026
hs1469	ZPLD1-MIR548A3	chr3:102,386,162-102,388,382	chr16:54,990,852-54,999,969
hs1471	NDFIP2-LINC01080	chr13:80,232,246-80,234,630	chr14:105,775,780-105,778,252
hs1472	WNT5A-ERC2	chr3:55,524,543-55,526,260	chr14:29,314,292-29,315,721
hs1473	H2AFY-C5orf20	chr5:134,769,599-134,772,144	chr13:56,260,379-56,262,548
hs1474	RAD51B(intragenic)	chr14:68,605,699-68,608,457	chr12:80,606,589-80,610,346
hs1475	ROBO1(intragenic)	chr3:79,042,278-79,045,053	chr16:72,685,882-72,688,547
hs1477	DAPL1-TANC1	chr2:159,779,317-159,780,341	chr2:59,400,401-59,401,189
hs1479	DYSF(intragenic)	chr2:71,898,013-71,900,892	chr6:84,145,995-84,148,361
hs1480	QPCT-CDC42EP3	chr2:37,643,870-37,645,460	chr17:79,544,098-79,545,523
hs1481	TMED10-FOS	chr14:75,724,424-75,726,998	chr12:86,795,335-86,797,609
hs1482	SNTB1-HAS2	chr8:122,076,654-122,078,139	chr15:55,997,277-55,999,029
hs1483	LOC100422737(intragenic)	chr6:107,220,829-107,222,652	chr10:43,442,241-43,444,637
hs1484	LOC645030-MGC34796	chr1:62,045,460-62,048,159	chr4:97,888,231-97,891,318
hs1485	LOC101926925(intragenic)	chr1:59,522,325-59,524,092	chr4:94,984,095-94,985,711
hs1486	LOC101929080-LINC00341	chr14:95,836,414-95,839,481	chr12:106,139,042-106,140,951
hs1487	SSBP3-AS1-ACOT11	chr1:54,925,046-54,928,826	chr4:106,536,816-106,540,166
hs1488	MRPL23-MRPL23-AS1	chr11:1,985,072-1,987,372	chr7:149,733,417-149,735,451
hs1489	CASC17-LOC102723505	chr17:69,253,289-69,254,911	chr11:111,888,840-111,890,932
hs1491	LINC00595-ZMIZ1-AS1	chr10:80,295,449-80,297,087	chr14:25,804,749-25,806,653
hs1492	LOC102723578-CBLN4	chr20:54,128,635-54,130,976	chr2:171,458,684-171,462,316
hs1494	TMC3-MEX3B	chr15:82,179,952-82,181,888	chr7:90,208,815-90,210,880
hs1495	MIR4642-SUPT3H	chr6:44,518,184-44,521,377	chr17:45,462,309-45,465,702
hs1496	LINC01249-LINC01248	chr2:5,549,618-5,553,025	chr12:28,248,317-28,251,709
hs1497	ELAC2-HS3ST3A1	chr17:13,015,647-13,018,459	chr11:64,712,098-64,714,441
hs1498	GRIP1-CAND1	chr12:67,127,104-67,129,730	chr10:119,197,235-119,199,919
hs1499	TGFBR3(intragenic)	chr1:92,271,540-92,273,987	chr5:107,650,779-107,653,233
hs1500	ADK-KAT6B	chr10:76,513,161-76,514,681	chr14:22,281,464-22,282,917
hs1501	PREP(intragenic)	chr6:105,751,633-105,753,639	chr10:44,859,635-44,861,511
hs1505	GRIN2B-ATF7IP	chr12:14,410,263-14,414,344	chr6:136,416,640-136,420,395
hs1506	DYSF(intragenic)	chr2:71,892,481-71,894,470	chr6:84,140,928-84,142,857
hs1507	SLC4A3-MIR4268	chr2:220,713,868-220,717,300	chr1:75,765,578-75,770,167
hs1508	FAM180A-LUZP6	chr7:135,456,908-135,459,236	chr6:35,303,329-35,305,339
hs1509	SCFD2(intragenic)	chr4:53,823,605-53,826,463	chr5:74,661,682-74,664,230
hs1510	ARID3B(intragenic)	chr15:74,870,847-74,872,794	chr9:57,654,417-57,655,641
hs1512	ARHGEF3(intragenic)	chr3:56,802,413-56,804,092	chr14:28,180,194-28,181,146
hs1513	TRIO(intragenic)	chr5:14,444,355-14,446,026	chr15:27,713,615-27,714,941
hs1514	ADAMTSL3(intragenic)	chr15:84,376,560-84,378,448	chr7:89,531,227-89,532,495
hs1515	ALOX5AP-LINC00398	chr13:31,364,918-31,367,891	chr5:150,122,799-150,125,170
hs1516	LOC101928435-PSMG1	chr21:40,361,359-40,363,126	chr16:96,069,517-96,071,171
hs1517	RGS9(intragenic)	chr17:63,161,262-63,164,266	chr11:109,130,371-109,132,368
hs1518	CDKN2B-DMRTA1	chr9:22,078,885-22,082,105	chr4:89,059,229-89,062,774
hs1519	CDKN2B-DMRTA1	chr9:22,087,552-22,089,798	chr4:89,072,150-89,073,171
hs1520	CDKN2B-DMRTA1	chr9:22,102,664-22,104,753	chr4:89,094,002-89,095,858
hs1521	CDKN2B-DMRTA1	chr9:22,106,994-22,109,800	chr4:89,097,850-89,100,902
hs1523	C14orf23-MIR548AI	chr14:29,857,930-29,860,548	chr12:51,220,046-51,222,585
hs1525	LINC01091(intragenic)	chr4:124,775,814-124,779,530	chr3:37,793,622-37,797,748
hs1526	TMEM182-LOC100287010	chr2:104,353,933-104,357,342	chr1:41,660,539-41,664,055
hs1527	LOC101929567-LOC100506299	chr2:8,781,394-8,783,591	chr12:25,808,820-25,810,949
hs1529	TMEM182-LOC100287010	chr2:104,578,156-104,580,488	chr1:41,869,786-41,872,201
hs1530	PSAT1-LOC101927450	chr9:81,010,879-81,014,103	chr19:15,910,152-15,913,446
hs1531	DKFZp686K1684(intragenic)	chr11:31,895,594-31,899,062	chr2:105,451,198-105,454,182
hs1532	SKP1P2-MIR3974	chr12:17,171,711-17,174,776	chr6:138,698,576-138,704,152
hs1533	LOC101928519-ID4	chr6:19,719,222-19,722,910	chr13:48,253,789-48,257,457
hs1534	LOC100287010-LINC01102	chr2:105,044,282-105,047,512	chr1:42,312,112-42,315,388
hs1535	LOC101927285-MIR4432	chr2:60,498,057-60,502,013	chr11:24,229,867-24,233,908
hs1537	TCF4(intragenic)	chr18:53,018,678-53,020,044	chr18:69,721,830-69,723,233
hs1538	MBIP-SFTA3	chr14:36,911,162-36,914,360	chr12:57,559,065-57,561,475
hs1539	C14orf23-MIR548AI	chr14:29,710,885-29,713,340	chr12:51,074,340-51,076,966
hs1540	ASCL1-C12orf42	chr12:103,405,110-103,408,796	chr10:86,907,904-86,912,518
hs1541	CPS1-IT1-ERBB4	chr2:211,664,571-211,666,475	chr1:67,412,393-67,414,301
hs1542	LOC101928519-ID4	chr6:19,533,421-19,535,679	chr13:48,107,476-48,109,586
hs1543	HES1-LINC00887	chr3:193,929,360-193,931,457	chr16:30,128,894-30,130,951
hs1544	ZNF521-SS18	chr18:23,044,107-23,046,853	chr18:14,221,922-14,223,821
hs1545	LEF1-AS1-RPL34-AS1	chr4:109,254,340-109,257,033	chr3:130,664,672-130,667,345
hs1546	LOC339442-RRAGC	chr1:38,835,996-38,838,106	chr4:124,036,487-124,038,485
hs1548	C21orf62-OLIG2	chr21:34,221,456-34,223,948	chr16:91,104,729-91,107,314
hs1549	ZIC1-AGTR1	chr3:147,753,310-147,755,618	chr9:90,625,508-90,627,432
hs1550	ARRDC3-AS1-NR2F1-AS1	chr5:92,741,502-92,744,743	chr13:78,583,848-78,587,119
hs1551	EMX2-RAB11FIP2	chr10:119,725,799-119,727,161	chr19:59,941,608-59,943,090
hs1553	LINC01158(intragenic)	chr2:105,464,986-105,467,538	chr1:42,747,020-42,749,556
hs1554	TMEM182-LOC100287010	chr2:104,686,690-104,688,638	chr1:41,992,106-41,993,886
hs1555	TMEM182-LOC100287010	chr2:104,016,646-104,019,824	chr1:41,445,445-41,448,244
hs1557	EOMES-CMC1	chr3:28,033,828-28,035,751	chr9:118,227,088-118,228,912
hs1559	MIR4762-WNT7B	chr22:46,240,915-46,242,300	chr15:85,294,572-85,295,379
hs1560	ARRDC3-AS1-NR2F1-AS1	chr5:92,476,842-92,479,105	chr13:78,855,396-78,858,216
hs1561	TCF4(intragenic)	chr18:52,971,887-52,975,873	chr18:69,766,085-69,769,703
hs1563	OPA1-AS1-LOC647323	chr3:193,489,359-193,491,333	chr16:29,719,446-29,721,248
hs1564	LOC101927314(intragenic)	chr6:97,912,825-97,915,982	chr4:24,139,377-24,142,390
hs1565	LOC644838(intragenic)	chr2:67,427,102-67,431,497	chr11:18,061,777-18,065,397
hs1566	ZNF521-SS18	chr18:23,432,723-23,434,825	chr18:14,616,669-14,618,659
hs1567	MIR4683-PCAT5	chr10:35,972,892-35,975,932	chr18:9,146,713-9,148,874
hs1568	POLR1D-GSX1	chr13:28,318,579-28,320,134	chr5:147,966,617-147,968,106
hs1571	LHX5-LINC01234	chr12:114,101,195-114,103,805	chr5:120,737,391-120,738,936
hs1572	FOXP1(intragenic)	chr3:71,186,391-71,188,583	chr6:99,053,301-99,055,357
hs1573	ZIC1-AGTR1	chr3:147,563,409-147,566,604	chr9:90,797,098-90,800,475
hs1574	CCDC77(intragenic)	chr12:516,066-518,656	chr6:120,303,946-120,305,348
hs1575	ASCL1-C12orf42	chr12:103,570,982-103,573,398	chr10:86,787,012-86,789,674
hs1577	ARRDC3-AS1-NR2F1-AS1	chr5:91,927,845-91,931,024	chr13:79,526,467-79,529,582
hs1578	ERBB4(intragenic)	chr2:212,254,840-212,257,158	chr1:68,092,503-68,094,701
hs1579	OTX2-AS1(intragenic)	chr14:57,320,664-57,324,319	chr14:49,327,185-49,330,860
hs1580	MIR548A1-LOC101928519	chr6:18,612,650-18,614,840	chr13:47,462,517-47,464,602
hs1581	TMEM182-LOC100287010	chr2:103,768,696-103,772,482	chr1:41,200,444-41,203,421
hs1582	SPRY1-LINC01091	chr4:124,383,428-124,386,454	chr3:37,570,620-37,573,005
hs1584	LOC644838(intragenic)	chr2:67,414,599-67,416,139	chr11:18,070,846-18,072,956
hs1585	PSAT1-LOC101927450	chr9:81,052,204-81,055,820	chr19:15,875,321-15,879,156
hs1586	GLI3(intragenic)	chr7:42,185,602-42,187,508	chr13:15,640,807-15,642,666
hs1587	TLE4(intragenic)	chr9:82,274,254-82,276,353	chr19:14,582,900-14,585,411
hs1588	GJD4-MIR4683	chr10:35,925,382-35,927,242	chr18:9,215,946-9,217,730
hs1589	PCAT5(intragenic)	chr10:36,072,272-36,074,291	chr18:9,027,132-9,028,618
hs1590	MAFB-TOP1	chr20:39,367,240-39,368,612	chr2:160,241,451-160,242,968
hs1591	MAFB-TOP1	chr20:39,372,456-39,375,024	chr2:160,247,731-160,251,195
hs1592	MAFB-TOP1	chr20:39,461,549-39,463,625	chr2:160,318,027-160,320,184
hs1593	MAFB-TOP1	chr20:39,574,314-39,576,895	chr2:160,404,266-160,406,321
hs1594	CATSPER3-PITX1	chr5:134,355,508-134,357,399	chr13:55,917,776-55,919,715
hs1596	FOXE1-C9orf156	chr9:100,624,863-100,626,679	chr4:46,364,974-46,366,464
hs1597	FOXE1-C9orf156	chr9:100,636,218-100,637,962	chr4:46,379,825-46,381,469
hs1599	RUNX1T1(intragenic)	chr8:93,070,697-93,073,395	chr4:13,713,621-13,716,807
hs1600	NPVF-RNU6-16P	chr7:25,695,037-25,697,616	chr6:50,951,487-50,954,104
hs1601	SLC26A7-RUNX1T1	chr8:92,609,272-92,613,421	chr4:14,199,279-14,205,564
hs1602	SIX1-SIX4	chr14:61,120,199-61,122,451	chr12:74,151,599-74,153,559
hs1603	ETNK1-SOX5	chr12:23,211,482-23,214,744	chr6:143,445,818-143,449,369
hs1604	CREB5(intragenic)	chr7:28,630,662-28,634,883	chr6:53,418,293-53,422,374
hs1606	TMEM38B-MIR8081	chr9:109,181,334-109,184,572	chr4:54,482,338-54,485,525
hs1609	FGGY(intragenic)	chr1:60,102,624-60,105,491	chr4:95,487,754-95,490,493
hs1611	BMF(intragenic)	chr15:40,383,560-40,386,138	chr2:118,357,963-118,360,592
hs1612	LOC100506172-LOC101928035	chr16:73,825,193-73,828,566	chr8:110,549,250-110,553,227
hs1613	FOXL1-LOC101928708	chr16:86,943,367-86,946,175	chr8:123,824,261-123,827,457
hs1614	DCLK2(intragenic)	chr4:151,096,473-151,099,299	chr3:86,653,085-86,655,897
hs1615	SPSB1-LOC100506022	chr1:9,431,127-9,432,834	chr4:149,267,054-149,268,440
hs1616	RAD51B-ZFP36L1	chr14:68,976,404-68,979,383	chr12:80,947,259-80,950,057
hs1617	SERTAD4-HHAT	chr1:210,433,698-210,437,258	chr1:194,648,170-194,652,146
hs1619	MIR21-TUBD1	chr17:57,934,217-57,936,802	chr11:86,383,612-86,385,221
hs1620	ZNF74-KLHL22	chr22:20,775,061-20,779,007	chr16:17,808,262-17,811,184
hs1622	MIR4422-PPAP2B	chr1:56,240,104-56,242,435	chr4:105,532,618-105,536,551
hs1623	RNF216(intragenic)	chr7:5,671,918-5,676,544	chr5:143,762,248-143,771,504
hs1624	LRRC74-IRF2BPL	chr14:77,402,795-77,405,507	chr12:88,156,495-88,158,532
hs1625	DEC1-LOC101928775	chr9:118,227,846-118,230,333	chr4:64,098,784-64,100,243
hs1626	BET1-COL1A2	chr7:93,975,962-93,978,880	chr6:4,406,170-4,409,324
hs1627	CDK14(intragenic)	chr7:90,753,895-90,758,080	chr5:4,875,240-4,879,650
hs1629	LOC101927620-MIR5580	chr14:54,035,953-54,040,896	chr14:46,636,715-46,640,485
hs1630	UQCC1(intragenic)	chr20:33,905,955-33,908,491	chr2:155,687,999-155,689,883
hs1631	CDK14(intragenic)	chr7:90,797,871-90,800,712	chr5:4,833,235-4,835,697
hs1632	LINC00900-BUD13	chr11:116,521,882-116,522,627	chr9:46,189,230-46,189,921
hs1633	CDK14(intragenic)	chr7:90,777,214-90,780,836	chr5:4,856,663-4,859,895
hs1634	CDH2(intragenic)	chr18:25,663,863-25,668,856	chr18:16,868,315-16,874,264
hs1635	SLC4A3-EPHA4	chr2:220,771,085-220,773,279	chr1:75,829,293-75,831,744
hs1636	CHST9-CDH2	chr18:25,500,905-25,504,214	chr18:16,718,977-16,721,949
hs1638	LOC101928448(intragenic)	chr5:55,896,173-55,899,069	chr13:112,779,528-112,783,570
hs1640	SPRY4-FGF1	chr5:141,930,055-141,932,276	chr18:38,963,446-38,965,417
hs1641	CDON(intragenic)	chr11:125,927,055-125,930,318	chr9:35,231,461-35,234,602
hs1642	MIR591-C7orf76	chr7:95,874,847-95,878,101	chr6:6,111,772-6,114,755
hs1643	LOC101927421(intragenic)	chr5:124,651,163-124,654,187	chr18:55,643,142-55,646,532
hs1644	LOC100132735-MIR3668	chr6:140,207,977-140,211,769	chr10:16,948,541-16,952,472
hs1645	TTC28(intragenic)	chr22:28,746,697-28,748,395	chr5:111,483,501-111,484,815
hs1647	AKAP6(intragenic)	chr14:32,940,050-32,944,094	chr12:53,934,645-53,938,410
hs1648	MIR4796-GAP43	chr3:114,936,330-114,938,229	chr16:42,781,140-42,782,977
hs1649	LINC00491(intragenic)	chr5:101,999,073-102,003,903	chr1:100,084,419-100,089,828
hs1650	MIB1(intragenic)	chr18:19,338,952-19,341,922	chr18:10,735,379-10,736,619
hs1651	CEP135-KIAA1211	chr4:56,919,589-56,923,793	chr5:77,091,368-77,095,822
hs1652	ATOH8(intragenic)	chr2:85,997,467-86,001,005	chr6:72,165,194-72,168,758
hs1653	ZNF521(intragenic)	chr18:22,808,334-22,809,984	chr18:14,006,285-14,007,917
hs1657	TMED10-FOS	chr14:75,703,373-75,705,053	chr12:86,776,324-86,777,938
hs1658	RUNX1T1(intragenic)	chr8:93,030,368-93,033,345	chr4:13,758,570-13,761,199
hs1659	LOC401324-HERPUD2	chr7:35,412,725-35,416,349	chr9:24,691,549-24,694,480
hs1660	AUTS2(intragenic)	chr7:69,399,070-69,400,682	chr5:132,704,481-132,706,219
hs1661	CAP2(intragenic)	chr6:17,473,150-17,475,105	chr13:46,666,706-46,669,711
hs1662	GALNT10(intragenic)	chr5:153,575,907-153,577,964	chr11:57,464,215-57,466,190
hs1663	DUSP10(intragenic)	chr1:221,906,778-221,908,480	chr1:185,865,151-185,866,660
hs1664	LOC100505716-FLJ31356	chr2:28,534,306-28,536,063	chr5:32,368,072-32,369,512
hs1665	GPR124(intragenic)	chr8:37,683,090-37,685,347	chr8:28,216,817-28,218,896
hs1666	FAM117A(intragenic)	chr17:47,837,234-47,839,185	chr11:95,200,522-95,202,441
hs1667	CTAGE1-LOC101927571	chr18:20,049,644-20,052,904	chr18:11,371,370-11,374,360
hs1668	SCFD2(intragenic)	chr4:53,942,283-53,944,297	chr5:74,757,319-74,759,548
hs1670	MIR208B-NGDN	chr14:23,906,587-23,908,214	chr14:55,614,943-55,616,544
hs1671	FAM117A(intragenic)	chr17:47,816,239-47,818,803	chr11:95,217,139-95,219,484
hs1672	SLC16A1-AS1-LOC100996251	chr1:113,540,056-113,542,020	chr3:104,400,901-104,404,489
hs1673	RBM19(intragenic)	chr12:114,370,126-114,372,056	chr5:120,585,896-120,586,933
hs1674	SCMH1-FOXO6	chr1:41,710,596-41,712,937	chr4:120,064,272-120,068,858
hs1675	SSH2(intragenic)	chr17:27,994,702-27,996,874	chr11:77,235,985-77,237,958
hs1676	NPAS3-EGLN3	chr14:34,385,301-34,386,834	chr12:55,262,481-55,264,180
hs1677	NPVF-RNU6-16P	chr7:25,533,607-25,536,880	chr6:50,839,577-50,842,587
hs1678	C10orf11(intragenic)	chr10:78,039,254-78,043,785	chr14:23,599,943-23,603,858
hs1679	C10orf11(intragenic)	chr10:77,793,903-77,797,889	chr14:23,395,363-23,398,977
hs1681	ZFHX4(intragenic)	chr8:77,751,553-77,754,343	chr3:5,387,050-5,389,713
hs1682	CASC16-CHD9	chr16:52,740,114-52,744,871	chr8:93,018,020-93,023,461
hs1683	C10orf11(intragenic)	chr10:78,156,517-78,158,752	chr14:23,725,256-23,727,637
hs1684	MIR4759-MIR5009	chr21:28,326,327-28,327,753	chr16:85,887,378-85,888,867
hs1685	C3orf17-LOC101929717	chr3:112,811,494-112,816,407	chr16:44,676,870-44,681,410
hs1686	RGMA-MCTP2	chr15:94,524,574-94,527,142	chr7:79,685,303-79,688,114
hs1687	SEMA6D(intragenic)	chr15:48,012,796-48,016,252	chr2:124,438,333-124,441,500
hs1688	RAD51B(intragenic)	chr14:68,842,757-68,845,775	chr12:80,832,426-80,835,645
hs1689	OR7E2P-FZD4	chr11:86,606,894-86,609,999	chr7:96,603,029-96,606,144
hs1690	TRAF3IP2-AS1-FYN	chr6:111,871,688-111,876,668	chr10:39,377,520-39,383,811
hs1691	PDHA2-STPG2-AS1	chr4:96,878,170-96,879,875	chr3:140,774,662-140,776,414
hs1692	MIR125B2-C21orf37	chr21:17,968,630-17,971,417	chr16:77,651,975-77,654,872
hs1693	GPATCH8-FZD2	chr17:42,624,802-42,626,014	chr11:102,454,070-102,457,524
hs1694	PLXNA2-MIR205HG	chr1:209,064,233-209,067,059	chr1:195,815,208-195,817,978
hs1695	CDKN2B-DMRTA1	chr9:22,127,677-22,130,448	chr4:89,124,587-89,126,728
hs1696	CDKN2B-DMRTA1	chr9:22,116,987-22,119,574	chr4:89,111,447-89,113,824
hs1699	NEUROG3-C10orf35	chr10:71,335,775-71,338,729	chr10:61,590,800-61,593,590
hs1701	ZNF407(intragenic)	chr18:72,446,892-72,449,761	chr18:84,632,730-84,635,709
hs1702	PAX7(intragenic)	chr1:18,958,671-18,960,284	chr4:139,386,689-139,388,293
hs1703	HOXA3(intragenic)	chr7:27,156,051-27,156,664	chr6:52,128,168-52,128,776
hs1705	OR4E2-DAD1	chr14:22,171,275-22,173,297	chr14:53,167,081-53,168,845
hs1707	FGG-LRAT	chr4:155,580,703-155,582,056	chr3:82,774,796-82,775,591
hs1708	LINC00977-GSDMC	chr8:130,252,377-130,254,551	chr15:63,170,725-63,173,273
hs1709	LINC00977-GSDMC	chr8:130,644,090-130,647,317	chr15:63,505,647-63,508,373
hs1712	NLGN1(intragenic)	chr3:173,448,118-173,452,132	chr3:25,900,460-25,903,893
hs1714	SIPA1L2-LOC101927683	chr1:232,753,930-232,757,436	chr8:128,081,635-128,083,884
hs1715	DUSP26-UNC5D	chr8:33,891,203-33,892,738	chr8:31,758,411-31,759,546
hs1717	FOXE1-C9orf156	chr9:100,636,218-100,640,509	chr4:46,379,825-46,384,234
hs1718	DUSP26-UNC5D	chr8:33,660,674-33,665,591	chr8:32,031,902-32,036,972
hs1719	NRG1-IT1-NRG1-IT3	chr8:32,063,683-32,067,187	chr8:33,414,130-33,416,344
hs1720	MIR6073-C11orf58	chr11:16,190,865-16,192,453	chr7:122,788,419-122,790,065
hs1722	OPCML-SPATA19	chr11:133,260,478-133,261,391	chr9:27,744,914-27,745,764
hs1723	ASCL1-C12orf42	chr12:103,613,944-103,615,320	chr10:86,755,581-86,756,631
hs1724	C16orf47-LOC100506172	chr16:73,362,809-73,364,292	chr8:110,978,267-110,979,737
